date_of_birth,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,soc_sec_id,cluster id
1907/12/13,isabelle,,53,doubtgl ck,yarralumla bay,lake gradens,5097,nsw,5828625,febrl3-cl-515
1954/04/26,madelyn,egan,2,bourchier close,brentwoodvlge,carcrum,5155,qld,6879986,febrl3-cl-516
1937/04/12,tyna,abera,16,haines street,st john of go d hospital,ballarat,2303,nsw,5824612,febrl3-cl-517
1955/07/22,chloe,crosthwaite,42,ashkanasy crescent,rosedale,canterbury,4125,nsw,8848058,febrl3-cl-518
1956/05/04,nicole,needham,5,kooringal,little laura,coochiemuldo island,4670,vic,8844332,febrl3-cl-519
1943/08/18,tristan,hunting,22,jerrabomberra avenue,elamon cottage,toronto,4873,qld,3644846,febrl3-cl-520
,jordan,green,21,gamburra street,john flynn me dical centre,bomaderry,6055,nsw,3646581,febrl3-cl-521
1911/04/05,natalee,coleman,293,minns place,,waterman,3910,vic,3646292,febrl3-cl-522
1933/04/22,samantha,drechsler,52,mara place,tower b rockdale,rochedale south,5495,nsw,8882745,febrl3-cl-523
1903/07/09,danielle,morrison,95,london icrcuit,sec 552,bibra lake,4701,vic,8907802,febrl3-cl-524
1909/03/26,hanah,carbone,7,officer crescent,wellsoht,blackmans bay,2227,vic,1948811,febrl3-cl-525
1925/06/08,michaela,thrussell,27,markell place,nunnook,frenchs forest,6728,qld,1947368,febrl3-cl-526
1971/01/26,carly,benger,1,gellibrand street,grandview,carnegie,4011,nsw,5651019,febrl3-cl-527
1983/06/13,samuel,ryan,512,hilder street,state bank arcade,elizabeth grove,2300,sa,5653742,febrl3-cl-528
1991/01/26,brydee,westermann,13,burkitt street,mlc centre,banks,3350,vic,1387695,febrl3-cl-529
1957/04/25,isaac,clark,12,armytagecircuit,oaklands village,coffs harbour,3636,vic,9451125,febrl3-cl-530
1942/03/28,emiily,robson,97,bungonia street,st francis vlge,dianella,5066,wa,9454883,febrl3-cl-531
1900/10/13,fraser,tadege,1,mcinnes street,roweth orpe,scarborough,2870,nsw,3817644,febrl3-cl-532
1909/02/28,lucinda,mcneill,7,ashburton circuit,malekula,vaucluse,3223,qld,4361711,febrl3-cl-533
1980/03/23,holly,shepherd,3,stillwell place,elston,albion park rail,6210,vic,4620818,febrl3-cl-534
1940/05/16,wil,clarke,51,severne crescent,hazelwood garden,coodanup,5070,sa,4621214,febrl3-cl-535
1916/08/22,alexa rose,white,22,warrego circuit,burnside,bayswater,3040,nt,2502613,febrl3-cl-536
1971/09/23,kathledn,povez,55,ashburner street,rsde6 68,revesby,2902,nsw,9885750,febrl3-cl-537
1976/06/29,george,hope,76,kitchener street,g i brahman stud,nanneella,6530,vic,9882299,febrl3-cl-538
1964/07/28,riley,faull,32,turner place,margaret river carvn park,balwyn north,2033,nsw,8404785,febrl3-cl-539
1902/08/31,talia,oliveri,72,ankaa place,westleigh,mosman,3311,qld,8405432,febrl3-cl-540
1921/12/08,silas,noble,253,ainsworth street,yongala,clayton,2281,wa,6885608,febrl3-cl-541
1915/11/13,alexandra,knapman,16,mceacherncxrescent,villa 306,chelsea heights,3429,sa,6888119,febrl3-cl-542
1976/08/10,morrison,jasmine,1,methven lpace,armidale,point lonsdale,3218,wa,1195414,febrl3-cl-543
1942/06/23,nicola,collier,,schaffer place,mt sturt,sheidow park,2089,nsw,8536431,febrl3-cl-544
1925/01/24,robin,morrison,14,markham street,balmaincove,broadmeadows,6169,vic,8539119,febrl3-cl-545
1980/03/11,aimee,fitzpatrick,7,rubbo crescent,kookaburra village,annandale,3150,nsw,8534023,febrl3-cl-546
1934/04/04,sonja,wilkins,1024,alfred hill drive,st john of god hospital,hope valley,2760,vic,2867046,febrl3-cl-547
1917/03/08,aloysius,jolly,14,morehead street,gleneira,scarborough,4078,qld,2866938,febrl3-cl-548
1961/03/13,indiana,goonan,4,sparkes close,corinella glen,carnegie,3135,nsw,9556041,febrl3-cl-549
1999/10/13,harrison,schumann,24,monaro crescent,donnelly rvr villg,oakleigh,2280,nsw,9551413,febrl3-cl-550
1959/10/19,jonah,nguyen,8,dalley crescent,the palms village,kingaroy,2607,nsw,9550440,febrl3-cl-551
1933/09/25,connor,rawlings,70,corin place,oxford,kuraby,4216,qld,2464828,febrl3-cl-552
1954/11/04,hayden,covino,10,deamer crescent,glengariffe,north ryde,2750,qld,2494239,febrl3-cl-553
1914/07/29,benjamin,santangelo,8,roseglen,case place,winthrop,3020,vic,2496528,febrl3-cl-554
1992/12/17,jamie,kranz,8,mccrae street,rmbh 884,port macquarie,5085,vic,4602627,febrl3-cl-555
1909/02/06,talih,lowe,,rayment place,colbin park,edithvale,2346,sa,4605726,febrl3-cl-556
1931/08/13,kailey,kooymans,35,la perouse street,masonic memorial village,redhill,2131,sa,4609850,febrl3-cl-557
1994/07/29,demie,madigan,13,fawkner street,evergreen,bunyip,6076,sa,5071854,febrl3-cl-558
1953/02/10,locylan,grosser,5,yapunyah street,youralla,gingin,5276,nsw,5071722,febrl3-cl-559
1990/01/20,clain,entr esz,33,ringrosecrescent,jingraa,cairns,6033,nsw,5070905,febrl3-cl-560
1914/09/08,sarah,green,37,kelleway avenue,allandale,marleston,6014,qld,6213427,febrl3-cl-561
1990/04/10,alessandria,rabbitt,19,ellenborough street,inglemer,mirrabooka,2186,vic,6217834,febrl3-cl-562
1953/10/12,chelsea,quilliam,41,,,rosewhite,2756,nsw,9096288,febrl3-cl-563
1975/11/09,rosie,rundle,50,sturt avenue,talonmane,bundaberg,2263,nt,9092692,febrl3-cl-564
1928/11/01,teneille,lamprey,36,forrest place,terra nostra,bayswater north,4160,vic,9687938,febrl3-cl-565
1955/04/19,laura,braunack,87,durville crescent,parkmoor,graceville,2536,nsw,6978084,febrl3-cl-566
1926/04/22,joshua,hohn,97,sommerlad place,coralyn,eight mile plains,3178,vic,6588717,febrl3-cl-567
1952/06/02,isabella,shandley,57,fincham crescent,wilga,thebarton,2642,nsw,2401777,febrl3-cl-568
1911/03/16,cararill,ella,9,costello circuit,old post office,darlington,2830,nsw,2401432,febrl3-cl-569
1967/09/13,emma,thackeray,71,kinkead street,warrah lea,newcomb,4161,,4676877,febrl3-cl-570
1921/11/08,abbey,campbell,81,adair street,arcada,wantirna,6051,sa,1327917,febrl3-cl-571
1947/04/13,sophie,lovelock,7,calder crescent,,pitt town,3810,nsw,1321061,febrl3-cl-572
1955/10/29,caitlin,lowe,6,hawkerplace,longridge,balcatta,6026,sa,1321288,febrl3-cl-573
1913/12/03,brianna,morrison,4,coolac place,esk farm,seaton,2566,vic,2277933,febrl3-cl-574
1956/11/22,jessica,mac kinder,15,wright place,,lavender bay,4727,vic,1762120,febrl3-cl-575
1940/12/05,lily,priets,29,nemarang crescent,yellow dam,westmead,2250,tas,2293160,febrl3-cl-576
,katelyn,ryan,11,newman morris circuit,rsde 302,stephens,3011,qld,2290010,febrl3-cl-577
1976/06/13,declgn,herno,1,drosera place,quandialla,yarra junction,0800,vic,2291123,febrl3-cl-578
1928/07/22,jaiden,rollins,48,rossarden street,tulgeywood,balwyn north,2224,nt,7626396,febrl3-cl-579
1976/07/11,luke,goldsworthy,50,wheelercrdscent,glenburn,ingleburn,6042,nsw,7624230,febrl3-cl-580
1960/01/11,adam,guymer,125,lawlor place,dickson family practice,teriwie,4405,nsw,6151152,febrl3-cl-581
1940/05/29,jarod,mccarthy,63,kanbi place,ponderosa,osborne park,2166,nsw,6158276,febrl3-cl-582
1924/07/07,victoria,pulford,7,summerville crescent,,black rock,2315,vic,6151307,febrl3-cl-583
1925/03/14,charlie,primavera,6,dawes street,st francis vlge,dover heights,2533,nsw,3173638,febrl3-cl-584
1926/04/19,emma,golder,381,fullerton crescent,carey park,campsie,2107,qld,1677968,febrl3-cl-585
1993/02/22,christian,walch,3,coombe street,warraview,plumpton,5008,nsw,1670806,febrl3-cl-586
1986/01/13,oliver,goodeve,218,brigalow street,tourist park,riverstone,4018,vic,7051652,febrl3-cl-587
1907/11/24,eliza,mason,57,kennedy street,brentwood vlge,bundamba,4067,tas,3004030,febrl3-cl-588
1911/04/02,casey,tunstpall,1,strahan row,villa 2,yagoina,3038,sa,4047509,febrl3-cl-589
1961/01/02,belinda,blackwelxl,89,willcock place,sec 5 97,nedlands,2145,sa,4046672,febrl3-cl-590
1944/04/26,lily,hyland,11,durack street,rosall,wilroy,2250,nsw,7053521,febrl3-cl-591
1987/09/28,ryan,fey,82,kitchener street,unt 1,slacks creek,3450,qld,4515379,febrl3-cl-592
1910/09/19,elana,collier,11,glynn street,ston ehnge,eden,2617,vic,4514118,febrl3-cl-593
1944/05/02,lauren,paine,27,mcvey place,yambira,helidon,2463,qld,4517134,febrl3-cl-594
1956/05/06,nathan,allegretto,17,wanaga place,cranbrook,penguin,2200,nsw,2120045,febrl3-cl-595
1993/03/05,alexandra,grosvenor,8,anembo street,glenlee,frankston,4818,nsw,2128447,febrl3-cl-596
1970/11/17,sophie,nguyen,26,namoi place,kooraegulla,mount colah,2550,nsw,2122377,febrl3-cl-597
1918/08/22,hamish,gilles,157,godfrey street,cassadareen,cape paterson,2370,nsw,6415612,febrl3-cl-598
1955/05/30,rachel,byers,17,hilder street,berowra,palmerston,4740,nsw,6410415,febrl3-cl-599
1911/10/11,isabella,gilbertson,67,boswell crescent,trinity haven,morwell,4074,nsw,9304242,febrl3-cl-600
1928/11/10,ellen,dixon,69,litchfield place,killara lodge,mill park,4053,wa,9305219,febrl3-cl-601
1998/08/16,holly,shepherd,44,castlereagh crescent,dalkeith cottage,eaton,6060,vic,1917978,febrl3-cl-602
1982/09/14,jacob,marampon,39,lowanna street,glenveagh,keysborough,3806,vic,7380723,febrl3-cl-603
1961/05/10,juliana,petersen,25,currong street,admiralty quays,glenside,5280,nsw,1726629,febrl3-cl-604
1945/07/02,adriana,pinto,46,dryandra street,quandialla,brunswich west,5417,qld,1729257,febrl3-cl-605
1944/05/14,logan,green,11,marlock street,kersley mews,anula,6233,nsw,2837625,febrl3-cl-606
1912/08/19,amber,white,31,moodie street,degafelga,eaton,2042,nsw,2839026,febrl3-cl-607
1909/09/03,kaitlin,geud,81,sheaffe street,ridgepoint,cronunlla,3266,vci,2838932,febrl3-cl-608
1952/08/05,sean,matthews,19,,marandyvale,bunbury,5051,sa,2832579,febrl3-cl-609
1983/11/18,archie,priest,48,temperley street,sunrest stud,north narrabeen,3995,wa,1585410,febrl3-cl-610
1928/04/19,alexander,mccarthy,17,collings street,balala station,blakehurst,2913,qld,1582861,febrl3-cl-611
1917/09/26,madison,boxhall,10,yanda street,kookaburra village,dapto,4703,sa,7262746,febrl3-cl-612
1946/01/26,lil,clarke,14,torrens street,wal 53581,orange,2756,nsw,7261178,febrl3-cl-613
1912/11/12,lucy,spargo,15,smalley circuit,locn 5940,woree,4511,nsw,7260253,febrl3-cl-614
1980/04/22,jack,brock,1,duhig place,,boyanup,2484,nsw,8460078,febrl3-cl-615
1908/04/09,rosa,drechsler,40,nicholson crescent,villa 32,mount evelyn,2200,nsw,8467968,febrl3-cl-616
1940/01/05,kasey,loehr,24,taroon place,trail view,coom,3212,vic,8298067,febrl3-cl-617
1907/10/10,be au,tongyode,195,dingo flats,tourist park,gray,3620,vic,8299710,febrl3-cl-618
1921/04/30,casey,dent,61,lubuma place,tressing fields,st ives,5171,vic,8293083,febrl3-cl-619
1957/09/15,cannell,elal,18,mainwaring rich circuit,kincumbern autical vlge,asquith,4075,nsw,2076456,febrl3-cl-620
1937/05/01,demie,hirota,19,suttor street,namarva station,dulwich hill,4551,qld,2070669,febrl3-cl-621
1989/06/03,kira,blowexs,4,goyder street,bellfield,davistown,2166,sa,1610583,febrl3-cl-622
1919/01/10,michael,wuchatsch,66,meehan garden,medical centre,dianella,4700,wa,1614304,febrl3-cl-623
1995/04/11,benjamin,etherington,92,westbury circuit,mallaby,apple tree creek,5045,nsw,1615398,febrl3-cl-624
1981/10/17,mikaela,white,4,anzac park,villa 5,blair athol,4557,vic,4853274,febrl3-cl-625
1937/04/09,samuel,walls,74,shoalhaven avenue,clear creek,raceview,3223,nsw,4859969,febrl3-cl-626
1916/02/28,amy,mitef,68,john cleland crescent,barkool,blackheath,2036,qld,2583901,febrl3-cl-627
1963/07/21,megan,campbell,16,eyrestreet,cypress garden,cardiff,2026,nsw,2580398,febrl3-cl-628
1933/01/21,sarah,callado,29,goodchildstreet,hornsbie,plumpon,5012,qld,2585336,febrl3-cl-629
1993/10/04,charlotte,wasley,53,eyre street,milmilland,cronulla,2564,wa,3209589,febrl3-cl-630
1993/07/07,brayden,spears,24,beattie crescent,apt 2 005,mont albert,2233,qld,3208269,febrl3-cl-631
1910/09/07,alexandra,leslie,3,clancy street,kindilan,clare,2111,wa,5476174,febrl3-cl-632
1904/10/07,tahlia,vacchiani,67,newland street,tahmoor,blackbutt,2304,qld,5476244,febrl3-cl-633
1934/03/10,chloe,mcphie,5,robertson street,langleigh,swanwick,4226,qld,5324627,febrl3-cl-634
1972/01/05,alexandra,noble,53,tytherleigh street,,paddington,7000,tas,3043242,febrl3-cl-635
1919/01/29,alexandra,clarke,184,sadlier street,yakatoon,frankston,2756,qld,3045502,febrl3-cl-636
1995/02/28,harslett,freya,23,lilley street,springc reek,toormna,2615,tas,3045942,febrl3-cl-637
1981/03/15,joshua,felmingham,46,fullagar crescent,mariner views,evandsle,2229,nsw,8249572,febrl3-cl-638
1921/11/20,holly,nguyen,1,pope street,kilnacrott,westfield,5253,nsw,8240957,febrl3-cl-639
1980/11/25,kiandra,cowle,2,gatliff place,rustenburg sth,girgarre,3995,qld,3328205,febrl3-cl-640
1990/11/27,nicolas,fogg,48,wilshire street,safari lodge,lemongrove,2011,wa,3325932,febrl3-cl-641
1981/11/27,eri n,blaschke,196,napthali close,glenegale,chelsea heights,6126,nsw,3326156,febrl3-cl-642
1971/04/22,grayson,stanley,9,eaglemont retreat,kimberley,brighton le sands,4107,tas,5818249,febrl3-cl-643
1990/03/28,emiily,leslie,37,medley street,tamar arcade,athelstone,4380,sa,5816513,febrl3-cl-644
1953/08/25,jack,browne,23,hartley street,macdonald downs station old homestead,st albans,3055,qld,8223201,febrl3-cl-645
1952/08/17,toby,garran,8,mcguiness place,the tips,miami,3125,qld,8221456,febrl3-cl-646
1962/02/02,xavier,matosn,10,marchant circuit,rank in park,kellyville,3039,vic,6169819,febrl3-cl-647
1935/12/22,connor,moerland,38,arthur circle,red cross units,greenwood,2680,wa,6169516,febrl3-cl-648
1984/03/27,david,huddy,40,mina wylie crescent,arthella,thornbury,3281,qld,3069553,febrl3-cl-649
1952/01/24,lucas,campbell,19,dyett circuit,kooyong,wangaratta,2594,vic,3068374,febrl3-cl-650
1943/11/04,nicholas,roxburgh,27,keverstone circuit,unt 7,port macquarie,7008,act,5140822,febrl3-cl-651
1986/08/11,keeley,felmingham,32,angliss place,cranbrook,annandale,2640,nsw,5148092,febrl3-cl-652
1911/05/17,benjamin,royle,15,board p lace,morn moot,arana hills,2076,nsw,5142627,febrl3-cl-653
1954/10/04,samuel,coleman,60,backhouse street,barwalla,quorn,3147,nsw,8477487,febrl3-cl-654
1976/05/01,jayden,beattie,26,somerled,wray place,bonnells bay,3149,nsw,8476326,febrl3-cl-655
1960/08/28,kaysey,kon,1,gaylard place,ohio stiaon,,5009,vic,8475924,febrl3-cl-656
1962/09/05,james,vincent,40,cumpston place,pacific palms caravn park,capertee,3350,nsw,3977077,febrl3-cl-657
1976/05/01,daniel,baynes,46,alsop ldose,snug beach cvn park,longreach,2415,vic,3975116,febrl3-cl-658
1926/04/09,yasmin,white,29,hallen close,kings apmts,charlestown,2756,nsw,3971103,febrl3-cl-659
1947/07/25,isabelle,chittleborough,4,burrinjuck crescent,goldview,port macquarie,2466,nsw,3979337,febrl3-cl-660
1948/12/20,roisin,bishop,32,manning street,roseglen,mount colah,2076,vic,9469770,febrl3-cl-661
1961/02/03,jakob,clarke,47,leven street,lamington national,primbee,5062,vic,3239832,febrl3-cl-662
1965/10/15,lee,zogopoulos,61,woronorastreet,tourist park,coombabah,6107,nsw,3239855,febrl3-cl-663
1987/11/28,vincent,ruby,68,buny close,lumeah co ttage,elizabeth vale,3830,sa,3231273,febrl3-cl-664
1996/11/09,joshua,clarke,25,kingsford smith drive,,taig um,6108,vic,1596405,febrl3-cl-665
1992/09/24,jacob,stoneman,53,balsillie crescent,emuvale,bilbul,4226,wa,1597681,febrl3-cl-666
1973/12/23,luke,vincent,6,du faur street,ehwk,rose bay,4122,vic,5930785,febrl3-cl-667
1971/07/19,izaac,longhurts,203,,calleen farm,woy woy,7250,wa,8003288,febrl3-cl-668
1997/07/15,samuel,stephenson,148,hirschfeld crescent,bandicoot ridge,north ryde,4425,vic,8717077,febrl3-cl-669
1996/09/04,lachlan john,rivers,5,perier place,oakdale,ringwood,4313,nsw,8718844,febrl3-cl-670
1918/11/11,hana,weaver,8,colvin street,,albury,6084,,9473856,febrl3-cl-671
1917/09/23,james,croker,24,aston crescent,loma langie,cooberpedy,4305,nsw,9477785,febrl3-cl-672
1982/07/27,daniel,kluske,40,hawkesbury crescent,triton units,oakhurst,3175,nsw,7413438,febrl3-cl-673
1983/11/27,elizabeth,bartel,3,garrad court,st helens pastoral co,broken hill,2449,vic,1042252,febrl3-cl-674
1937/02/18,isabella,coon,111,brindabella stn,norillee,byford,3165,qld,1040781,febrl3-cl-675
1927/02/04,samara,willing,,,coolinda,concord,3765,nsw,1045315,febrl3-cl-676
1917/05/29,jake,burnell,34,bennelong crescent,greta main,ivanhoe,5066,nsw,9639692,febrl3-cl-677
1921/03/21,blake,thiessen,16,kilburn close,wandarri,sandfly,2576,nsw,9632907,febrl3-cl-678
1995/05/25,joshua,parr,63,,corcoran,bungwahl,6251,vic,7710315,febrl3-cl-679
1935/01/22,,siemers,21,hopegood rplace,,auburn,5700,vic,2557455,febrl3-cl-680
1913/06/18,lauren,blaschke,27,egglesto n crescent,marx hill street,bittern,4169,vic,7472975,febrl3-cl-681
1970/07/23,trent,brain,40,madigan street,,ekibin,3196,nsw,7357958,febrl3-cl-682
,amber,kexel,49,daintree crescent,killuke,new farm,4061,vic,9952722,febrl3-cl-683
1926/04/10,edward,daloia,21,geeves court,john flynn medical centre,frankston,2146,vic,9952484,febrl3-cl-684
1954/07/31,ashlie,mason,3,sinclair street,young retirement village,flagstaff hill,3201,nsw,9955736,febrl3-cl-685
1938/03/17,ashleigh,haverifeld,40,kinsella street,,coonamble,5008,sa,4274253,febrl3-cl-686
1989/08/12,christian,berryman,3,cox street,bays hospital,sunshine,2153,qld,5492745,febrl3-cl-687
1969/02/22,meg,velzbeoer,24,kosciusko avenue,homesite 3,labrador,3806,nsw,5490038,febrl3-cl-688
1918/02/05,,eglinton,24,curriecrescent,woorinyan,riverwood,3749,qld,9341716,febrl3-cl-689
1913/12/22,samantha,doblinger,7,bangalay crescent,the hammond village,deer park,4380,nsw,1907245,febrl3-cl-690
1912/02/12,samuel,,44,warragamba avenue,alton hills,brunswick west,5086,qld,8866520,febrl3-cl-691
1985/12/26,jarvis,coleman,312,anderson street,ngere,north sydney,2486,nsw,3498401,febrl3-cl-692
1934/03/17,emiily,beattie,7,cuscaden crescent,danric lodge,albion park,6275,qld,3499772,febrl3-cl-693
1916/12/15,jordyn,lanyon,287,,,mona vale,6230,qld,9181688,febrl3-cl-694
1988/11/22,reece,lyden,4,cobar place,deergarden caravn park,marulan,2020,sa,2283032,febrl3-cl-695
1993/10/07,jacob,wellburn,33,geeves court,wandoo stud,bayswater,2536,nsw,2283689,febrl3-cl-696
1926/08/28,benjamin,white,1,kitchener street,greenhills,minchinbury,4109,wa,1069868,febrl3-cl-697
1917/12/13,thomas,curthoys,5,lawrence crescent,,williamstown,3152,qld,1060104,febrl3-cl-698
1906/07/13,jessica,smallacombe,43,eve place,ellerslee,nunawading,5540,vic,6942191,febrl3-cl-699
1967/01/18,samuel,ryan,31,gossenstreet,allunga,brightwaters,3053,qld,5648286,febrl3-cl-700
1955/02/16,aprl,shephedrdson,2,oxley st reet,medical centre,warooka,4118,vic,5167601,febrl3-cl-701
1961/07/04,ashleigh,whiteway,,cotton street,tubbarubba,park orchards,3123,vic,5163016,febrl3-cl-702
1946/06/15,tara,white,320,winter street,yengola,wanneroo,3153,nsw,3244945,febrl3-cl-703
1995/12/24,chloe,arneil,113,pullen street,blue hills,belmont,4883,nsw,4389592,febrl3-cl-704
1925/05/29,roy,royle,7,endeavour street,lake kennedy street,cowell,2580,nsw,3753041,febrl3-cl-705
1997/09/02,madeleine,bibb,22,henty street,walea,nambour,4500,tas,9875423,febrl3-cl-706
1924/03/12,hannah,white,47,waratah street,school house,greensborough,3066,vic,9879908,febrl3-cl-707
1988/11/19,amber,neumann,6,mockridge crescent,rockley,hendra,2630,nsw,9872778,febrl3-cl-708
1940/06/09,alexandra,heron,327,tullaroop street,vinery,elsternwick,6208,nsw,9873657,febrl3-cl-709
,sam,bentham,1,narran street,lake chatsworth,westlake,2036,vic,8928819,febrl3-cl-710
1931/10/20,talia,silvetsrhino,74,finniss crescent,sec 478 hd paringa,mosman,2067,qld,8926703,febrl3-cl-711
1929/03/25,cameron,bishop,4,chillagoe street,edith hall,numeralla,6152,sa,8928429,febrl3-cl-712
1999/03/30,mia,elwan,19,macgregor street,rosedale,belmont,4703,vic,9541559,febrl3-cl-713
1942/10/10,dale,ottens,44,bellchambers crescent,antigua,wingham,5290,sa,8176920,febrl3-cl-714
1984/10/29,ammy,ryan,39,moodie street,st francks vlge,ballarat,4701,nsw,1163615,febrl3-cl-715
1997/01/02,amelia,hillary,4,mackellar crescent,burnside,ashfield,2034,qld,2137478,febrl3-cl-716
1953/03/05,georgia,cookson,27,turner place,kapeka,salisbury east,3840,qld,2134191,febrl3-cl-717
1928/04/18,aimee,trzcinski,117,jacobs street,blue hills,frankston,2198,nsw,8941279,febrl3-cl-718
1907/09/23,robert,mccarthy,9,gudgenby close,ocean star villas,cairns,3450,nsw,5234558,febrl3-cl-719
1971/11/02,isabella,theodore,269,churchill way,nioka,reda,2446,vic,2898842,febrl3-cl-720
1974/07/24,trey,white,10,needham place,mcivor house,lilydale,4810,qld,7008048,febrl3-cl-721
1949/02/01,cooper,dandie,54,coates place,the mano garden,pakenham,6210,vic,7002450,febrl3-cl-722
1910/09/15,william,dowley,8,terewah circuit,bringalong,poolaijelo,4108,sa,7001131,febrl3-cl-723
1983/07/02,hannah,auch schwelk,199,beauchamp street,mindaree,camira,6021,qld,4902391,febrl3-cl-724
1970/06/14,ruby,hingston,143,cuzens place,the briar patch,roserud,6104,vic,6203837,febrl3-cl-725
1953/01/28,coulason,charlotte,16,townscrescent,arcadia,yagoona,2222,wa,6767692,febrl3-cl-726
1964/12/24,arabella,weller,78,westbury circuit,snake gully,suffolk park,4814,vic,6208929,febrl3-cl-727
1964/02/19,jayden,glass,250,warrego circuit,sec 202,frankston,6210,qld,6764035,febrl3-cl-728
1974/10/12,alex arose,smithson,389,miller street,brighg view,albury,3212,qld,2875274,febrl3-cl-729
1908/03/27,andrew,rawlings,112,norrish place,curringa,east fremantle,2063,nsw,2878747,febrl3-cl-730
1963/11/04,braiden,ewald,7,kambah exchange street,petriwil,yangebup,2135,vic,9333629,febrl3-cl-731
1970/12/24,tyler,statton,4,paul coe crescent,belgravearcade,kingstoh,3179,vic,9336789,febrl3-cl-732
1932/07/09,kylvie,koziol,16,wolffcrescent,brentwoo e vlge,kurrajong heights,3153,vic,9336502,febrl3-cl-733
1910/08/17,zachary,,14,teakle place,the bowery,yarram,2299,sa,4968103,febrl3-cl-734
1926/08/05,willism,rudd,10,blacklock close,,springvale south,4680,nsw,4968439,febrl3-cl-735
1907/10/08,nell,roche,15,caley crescent,morris arcade,south perth,4870,vic,8899086,febrl3-cl-736
1912/05/25,freya,springthorpe,5,mina wylir crescent,locn 3439,st clair,6158,nsw,7654842,febrl3-cl-737
1928/12/17,adam,white,21,shumack street,rosewo od garden,loganlea,5072,nsw,7653958,febrl3-cl-738
1994/08/21,paul,coleman,35,fisk street,shopping centre,north ryde,2710,sa,7652642,febrl3-cl-739
1995/04/02,emiily,,173,star close,silverweir,yarram,4505,vic,5928066,febrl3-cl-740
1924/12/03,breeanne,dibben,6,collicott circuit,berkley lodge,loganholme,2317,nsw,6261894,febrl3-cl-741
1910/11/23,joshua,morrison,17,beasley street,markool,tingalpa,5097,vic,1294692,febrl3-cl-742
1948/04/23,teaha,thorpe,27,buvelot street,wacharoo,moonah west,7320,vic,5430135,febrl3-cl-743
1907/09/23,cooper,coxon,8,downard street,homewood,laanecoorie,3128,sa,5430172,febrl3-cl-744
1931/01/24,zack,berry,80,athertonb xtreet,cantlay farm,hamilton,7315,vic,1934867,febrl3-cl-745
1962/01/03,william,mcclelland,45,sparkse close,opal cove resort,bowen mountain,6010,wa,1937435,febrl3-cl-746
1972/11/13,harry,stubbs,1,mountain creek road,nuffield village,eaton,7310,vic,8317467,febrl3-cl-747
1980/10/13,joshua,mayman,7,pike place,,moorooka,2803,vic,1937873,febrl3-cl-748
1981/09/09,hayley,white,1,hallenc lose,chelsez house,oran ge,2176,sa,4247423,febrl3-cl-749
1914/01/28,bianca,matthews,5,wentworth avenue,mt pleasant,toowoomba,6743,nsw,1935299,febrl3-cl-750
1929/04/06,madeleine,pengryffyn,43,tuross close,colooli village,,5107,nsw,4242245,febrl3-cl-751
1907/10/11,madison,white,18,enright crescent,mystra,invermay,3081,wa,9715765,febrl3-cl-752
1962/07/13,emm,papp horfvath,115,appel crescent,glen moria,allambie,2222,nsw,5409983,febrl3-cl-753
1998/09/11,aidan,blackwell,24,eddy crescent,crosshills,white patch,2121,vic,5406026,febrl3-cl-754
1931/07/24,daniel,tow,20,william webb drive,glenlee,blakeview,5089,sa,9926473,febrl3-cl-755
1951/02/24,george,ferrar,,ballumbir street,rich meadows,highgate,4558,nsw,8456781,febrl3-cl-756
1993/02/10,jack,shepherd,226,callister crescent,paradise lake resort,lindfield,5037,nsw,1346125,febrl3-cl-757
1977/11/03,logan,campbell,12,degraves rescent,numby,bendayong,3249,qld,5401331,febrl3-cl-758
,ayla,benjamin,3,bradfield s treet,concept,tatura,2030,wa,4452328,febrl3-cl-759
1934/10/01,jessica,whale,38,pambula street,blue shadows,surry hills,2541,nsw,6125303,febrl3-cl-760
1943/09/01,stephanie,spong,14,kenyon circuit,waverley lodge,normanhurst,3182,nsw,6128280,febrl3-cl-761
1975/03/25,michaela,george,11,florey drive,,greensborough,6160,qld,6129953,febrl3-cl-762
1935/05/05,anita,matson,65,macphersun street,mlc centre,dural,5555,nsw,8969597,febrl3-cl-763
1942/09/02,joe,hammer,15,amble side garden,wynn place,burnett heads,2200,qld,4437138,febrl3-cl-764
1910/08/30,abby,toseland,55,haines street,hilldale,mosman,2877,sa,4439847,febrl3-cl-765
1937/06/02,john paul,rawlings,1,wattle srteet,kings school,bribie island,4705,nsw,4437023,febrl3-cl-766
1918/04/30,kyle,minards,23,beetaloo street,old post office,downer,3996,wa,9745200,febrl3-cl-767
1920/11/11,dayna,stephegnson,20,fellowsstreet,tubbarubba,pallara,4059,qld,9364184,febrl3-cl-768
1985/10/18,dillon,stubbs,40,murphy street,the swamp,salisbury east,7305,sa,8097614,febrl3-cl-769
1900/01/29,andre,langrehr,287,chippindall circuit,sleepy pines,caves beach,3125,nsw,8095334,febrl3-cl-770
1951/01/17,heath,nicolle,4,bennelong crescent,,page,0850,nsw,8094711,febrl3-cl-771
1929/07/02,hayely,clarke,11,anne clark avenue,oxleys way,moorooka,4261,vic,5785930,febrl3-cl-772
1926/06/09,alexandra,rohleder,2,kurrama close,albion grove,kilmore,4218,sa,4210279,febrl3-cl-773
1918/04/22,bea,chandler,10,fox place,,burwood,4810,tas,4212098,febrl3-cl-774
